content,product_name
Barang uda sampe. Ssuai pesanan. Blom di coba sih tp Thx for fast responses,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB
"psanan sudah diterima dengan baik, terima kasih",Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
"Kualitas oke, sesuai gambar, pengiriman cepat... thanks",USB HUB PORT HUB PC COMPUTER ATAU NOTEBOOK 1 M USB Hub 4 Port USB 2.0
"cepat tepat dan akurat..barang mantab, harga maknyoss.makasih ya",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"barang sesuai gan, tks",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
Thanks barang nya sdh sampai.,Adaptor Charger HP Mini 210-1000 210-2000 110-1014 110-3014 110-3500
Semoga awet dan bagus. pelayanan mantap dan cepat,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"barang sesuai etalase, respon cepet ga ada yg mati semua on normal sukses terus gan",Fan Casing Azure Blade Armaggeddon
"Lumayan cepet diproses, barang sesuai desktipsi, mudah2an ga ada problem semua",Lan Tester Alat Penguji Kabel Lan RJ45 RJ11
"Produk + packing bagus, cm pengirimannya aj yg telat",Adaptor charger Original Acer 4315 4710 4720 4730 4520 4530 4732z
"Barang sesuai pesanan, kondisi barang mulus dan packagingnya rapih. Recommended seller.",Sodim RAM DDR4 4GB PC4-2400T Ram laptop sodimm 4GB DDR4-2400 PC4-2400
pemesan diproses secepat kilat,Keyboard Acer Aspire 4732 4732Z eMachines D725 D525- Hitam
pesanan diterima sesuai deskripsi,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Respond cepat barang berfungsi baik.. Thx,Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
Mantap gan Cepet banget Memuaskan....,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Sesuai pesanan barang original ,barang bagus harga murah packingan bagus . Ga salah toko sy langganan disini mantullll boss",Hardisk Laptop 2.5&#39; Seagate 500GB Original
Barang sesuai pesanan... Sudah dicoba... Ok... Mudah2an awet,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5
"Barang bagus, melebihi ekspektasi. Terkesan solid, harga oke. Mantap lah",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"telah sampai dengan selamat, keadaan baik, dibungkus rapat, recommended!",Baterai Laptop HP 14-D010AU OA04 HSTNN-LB5Y HSTNN-LB5S HSTNN-PB5Y
"mantap nih, cocok, bisa dipakai, semoga tahan lama",CONVERTER MINI DP TO HDMI / MINI DISPLAY PORT TO HDMI
siiiipppppppppppp.........,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"blom coba, tp penMpakNya mantaaabbbh",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"SIP sesuai pesanan
Thanks gan...",Lemari RAK KOMPONEN Elektronik Grosir dan Ecer &#40;Sinar Indah Produk&#41;
Barang sudah di terima dan berfungsi dengan baik.,Logitech Wireless Combo MK220 &#40;Mouse + Keyboard&#41;
Berfungsi dengan baik. Harga murah. Mantap deh.,Gamepad Double Mtech/Joystick/Gamepad Double Hitam M-Tech/Pc Laptop
"sesuai gambar dan deskripsi, langsung dipasang dan dicoba berfungsi dengan baik. respon penjual sangat cepat sekali. terima kasih",Adaptor Charger Laptop Toshiba Satellite L700 L735 L740 L745 OEM
Terima kasih .... sesuai dan pengiriman cepat,TINTA EPSON 774 BLACK / T7741 ORIGINAL 100%
Terimakasih pengiriman cepat,LCD LED Asus X550 X550C X550CA X550CC X550DP X550ZE 15.6 Inch Slim
"baterai dapat bekerja dengan baik pada ProBook 420 G3, terima kasih gan sukses selalu",Baterai Laptop HP ProBook 430 G1 430 G2 RA04
"Respon cepat, barang cepat sampai, barang sesuai 👍",HP Ink Cartridge 678 Black / Tinta HP 678 hitam / HP 678 BK Original
semua berjalan normal joysticknya,Gamepad Double Mtech/Joystick/Gamepad Double Hitam M-Tech/Pc Laptop
"Seller mantap, proses cepat, barang sesuai pesanan. Terima kasih, bakal pesan lagi nanti",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Bagus dan recomended banget,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"Baik , harga terjangkau, kabel agak tipis, untuk outdoor coba dipertimbangkan dulu sebelum membeli",Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
"Barang sampai dgn selamat, respon seller asik 👍",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"PENGIRIMAN CEPAT, MANTAP REKOMEN BANGET",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Belum ditest. Tp kayaknya working properlt,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Jooooooss gandosss sesuai diskripsi,Range Extender/ Repeater TENDA A9 A301 Penguat Signal Wifi OEM TPLINK
Packaging rapi..semoga ori..belum dites,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
brg sesuai pesanan dan mutu bagus,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
pemesanan diproses secepat kilat,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000
"Barang bagus,,,sudah dicoba,,,semoga awet....",Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
manteppppppppppppp bisa compatible,"USB 2.0 Type A to Mini B 5-Pin Cable Data for Canon DSLR/Printer 1,5M"
Barang tiba &amp; berfungsi sesuai deskripsi,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Barang sudah di terima gan... thankssss....,Kabel VGA 15 Meter / Kabel VGA 15M / VGA 15M
Terima kasih pesanan sudah sampai,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
baguuuussssssssssssssssssssssssssssssss,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
sampai dengan selamat,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Terima kasih pesanan sudah sampai,Alfalink EI 21SE - Kamus Elektronik Electronic Dictionary EI-21SE
"Mantaapp, sesuai deskripsi, responsif",Baterai ORIGINAL Asus X200 X200CA X200MA F200CA &#40;A31N1302&#41;
"Brg sdh sampai dan ini pembelian ke 2, respon cpt. Tq seller",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
paket sudah diterima. terima kasih,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
terima kasi barang sudah di terima,Baterai Original DELL Latitude D620 D630 Precision M2300
"mantabzzzz,.............. jiwa.........",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Switch Solid Murah Meriah.. harga bersaing,TP-LINK TL-SF1008D : TPLink 8 Port 10/100Mbps Desktop Switch Hub
Barang sudah nyampe dengan kondisi yg baik..recomended seller...moga awet,LED LCD Laptop Toshiba C630 C635 L630 L635 L730 L735 ~13.3&#39; Standard
"Pengiriman cepat, barang mantaapps .... recommended seller ...","[SONIC GEAR] NEW TITAN 5 BTMI Multimedia Speaker FM Radio, USB, Memory"
Beli 2 kabel lan 30M semua berfungsi dengan normal makasih,Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
Gggggggggggggggggggggggg,TP-LINK TL-SF1008D : TPLink 8 Port 10/100Mbps Desktop Switch Hub
"Barang sesuai dengan deskripsi dan dikirim cepat, tapi belum dicoba, semoga tidak bermasalah. Terima kasih.",Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
bagus dan hasil suaranya oke. pengiriman cepat. top.,Speaker SonicGear Quatro 2
Sip sip sip sip sip sip sip sip........,TINTA EPSON 673 BK / C / M / Y / LC / LM ORIGINAL 100%
"Ok gan TRIms brg SDH sampe, blm dibuka tapi",Speaker SonicGear Quatro 2
sangat tidak recommend. tidak sesuai gambar (kualitas sangat rendah). kipas mau copot. waktu sampai barang nya patah dan penjual tidak ada respon sama sekali.,KIPAS PENDINGIN LAPTOP 1 BIG FAN / COOLING PAD 1 KIPAS BESAR M-TECH
terimakasih......................................,mouse gaming wireless rexus avenger RX-110 - Hitam
Barang sudah diterima. Terima kasih...,TP-LINK TL-WR 840N 300MBps Wireless Router
nice....pengirimannya cepet  thanks a lot !,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
udh sbulan pake ga ada masalah ... good,LCD LED 14.0 Laptop Acer Aspire 14 Z1402 Series
Thx... very guuuuuuuuuuudd....!! Superfast,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
gooooooooooooooooooooooooooooooooooooood,"USB 2.0 Type A to Mini B 5-Pin Cable Data for Canon DSLR/Printer 1,5M"
"Respon penjual cepat, pengiriman cepat, recommended",Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Barang bagus dan cepat sampai,"Keyboard Laptop ASUS X455, X455L, X455LA, X455LB, X455LC X455LD X455LF"
Sesuai dan teruji memang memuaskan. Trims,Fast Drying Contact Cleaner WD40 WD 40 200ml 200 ml elektronik Special
barang sesuai pesanan,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"Bagus, barang bekerja dgn baik. Semoga awet","Adaptor Charger Laptop Acer Aspire E1-470, E5-471, E5-411G, E5-411"
Barang bagus sekali...pengiriman cepat,KEYBOARD ASUS X441 X441S X441SA X441SC X441U X441UA A441 A441U A441S
"barang sesuai pesanan, respon oke",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"oke.. packing rapih, barang lancar. thanks",TP-LINK TL-SF1008D : TPLink 8 Port 10/100Mbps Desktop Switch Hub
Very fast respons.. barang sesuai rekomen skali,Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
barang smpe dengan baik..........,keyboard axioo pico cjm w217cu pjm M1110 frame hitam
"proses cepat, barang sesuai dengan pesanan",KABEL LAN 1.5M CAT 5 / KABEL UTP 1.5 METER PABRIKAN HIGH QUALITY
"Produk original, proses cepat. Terimakasih",Baterai Original Lenovo E430 E431 E435 E440 E445 E530 E531 E535 E540
"Pokoknya puas sama seller satu ini hahahaha, biar bintang yg bicara",Tenda F9 WALL KILLER ROUTER 600 Wireless AP Access Point Repeater Wifi
Nice!!!!!!!!!!!!!!!!,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"Josss, berfungsi dengan baik, sesuai ekspektasi",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Barang sesuai deskripsi. Packing biasa (mungkin karena pakai grab send). Sudah di tes, semua port berfungsi. Semoga awet. Terima kasih",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Mantabhhhhh...........,Baterai Original LENOVO IdeaPad Y450 Y450A Y450G Y550 Y550A Y550
"packaging oke, baterai ori dan pengiriman cepat.",Baterai Original DELL Inspiron 13Z 14Z N311Z N411Z Latitude 3330
"Barang sudah diterima dianter sama gosend, fast response gan..thx
Untuk testing sendiri belum di lakukan karena nunggu sampe rumah.",Converter USB to VGA - USB 3.0 to VGA Display Adapter
"Barang bagus, respon ok, kirim 1 hari sampai","KABEL HDMI TO HDMI 1,5M FLAT VERSI 1.4 3D 1080P 1,5 m"
"ok udh sampe,  ga bisa di pake du window 10,",Kabel Printer LPT to USB / USB to Pararel Converter
barang sesuai pesanan. recommend seller banget,"Original Baterai IBM Lenovo Ideapad B450, B450L, B450A Series"
"Barang sudah diterima,.. semoga awet.. tq",Tenda F9 WALL KILLER ROUTER 600 Wireless AP Access Point Repeater Wifi
Barang Berkualitas harga bersahabat packing rapi pengiriman cepat recommended,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
barangnya bagusss.................,Barel UTP RJ45 LAN Connector
BARANG OK SESUAI DESKRIPSI,kabel usb printer 5m NYK
Kualitas mantap terbaik pesanan cepat dan sukses selalu,Baterai Original Samsung NC108 NC20 N110 N108 N128 N130
"respon cepat, barang sesuai deskripsi..
thanks yaaa",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Berfungsi baik ,terima kasih",Baterai Acer Aspire E1-410 E1-410G E1-422 E1-430 E1-430P E1-432 ORI
"Bagus, cepat, packing rapi dan barang sesuai dengan deskripsi",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
barang mantap sesuai pesanan..pengiriman juga cepat..makasih...,Keyboard Acer One Z1401 14 Z1401 Z1402
Mantap. Recommanded seller,"Baterai Original TOSHIBA Satellite C40-A, C40-B, C40D-A, C40D-B"
"Barang sudah diterima, seller fast response",HP Ink Cartridge 678 Black / Tinta HP 678 hitam / HP 678 BK Original
sesuai dengan yg ditulis di deskripsi.......,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Bagus..lentur....semoga sesuai performa nya.....toko juga cepat pelayanan nya.....,Kabel LAN 15M / Cat5E 15Meter / UTP Cable 15M / Network 15 Meter
Terima barang dengan lengkap,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Produk original! Pelayanan yang cepat!,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
barang sesuai spec.. tapi belum saya coba.,Tenda Outdoor Cpe 03 5km outdoor point to point Cpe
mantapppppppppppppp jiwaaaaaa,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
thx buat agan penjual orderan udh sampai d tujuan n barang bagus n sesuai dgn pesanan sukses terus bwt agan penjual,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
thanks bgt barang sudah sampai! topcer,KABEL USB MALE FEMALE 10M / PERPANJANGAN USB / USB EXTENDER EXTENTION
mmmmmmmaaannnnnnntaaaaaaaaaaaap,Crimping Tool RJ45 RJ11 Tang Krimping Tools RJ 45
barang sudah diterima utuh..mohon untuk lbh baik lgi pemaketannya,Alfalink EI 428 - Kamus Elektronik Electronic Dictionary ei-428
Mantap kali pokoknya paten sangat bukan  kaleng2,Gamepad Double Mtech/Joystick/Gamepad Double Hitam M-Tech/Pc Laptop
Barang sesuai deskripsi. Proses cepat dan tepat!,TINTA / CATRIDGE HP 802 COLOR ORIGINAL 100%
"Produk sesuai pesanan
Produk berfungsi dengan baik",Keyboard Mini Kabel USB Key External Kecil Mungil Simple
"Fast respon, good packing, and mntap",Power Supply ATX Eyota 500Watt Standar
Barang oke... Cuma ada sedikit perlakuan kasar dari pihak kurir. Dos nya penyok untung gak sampai kedalam,Tenda N301 3 in 1 Wireless ROUTER+Access Point+EXTENDER WIFI 301 AP
"Produk rusak, tdk bisa digunakan. Sudah komplain ke penjual trus disuruh tukar. Setelah Batre dikirim ke penjual, penjual tdk merespon lagi. Kecewa.","BATERAI ORIGINAL TOSHIBA NB300, NB301, NB302, NB303, NB305 - Silver"
Thanks gan...... .............,Tenda N301 3 in 1 Wireless ROUTER+Access Point+EXTENDER WIFI 301 AP
Analognya smooth banget mantap lah,Gamepad Double Mtech/Joystick/Gamepad Double Hitam M-Tech/Pc Laptop
pemesanan diproses secepat kilat,Baterai Original Lenovo Thinkpad X200 X200s X201 X201i
"Pengiriman cepat, packing oke. Yaudalah gitu aja, pokonya oke",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Sangat bagus dan cepat sampai paketnya,Mouse Wireless Logitech M170 Original
"Packing rapi, respon cepat, barang sesuai deskripsi. Recomended!",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
terimakasih barang dah sampai,Baterai Original Toshiba C55 C55D L55 L55D C55-B PA5184 PA5185 PA5186
barang sesuai pesanan.. fast respon,Keyboard Toshiba Satellite C600 C600D C605 C635 C640 C640D Hitam
"Barang sudah diterima dengan baik, thanks",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Produk telah diterima dan berfungsi dengan baik. Terima kasih gan.,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Barang sesuai deskripsi, semua port usb nya berfungsi",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Respon cepat, barang ok, recommended seller 👍🏻👍🏻👍🏻",Alfalink EI 16 S - Kamus Elektronik
"Barang OK.
Pengiriman OK.
Semoga awet..",mouse gaming wireless rexus avenger RX-110 - Hitam
"cepat , sigap, murah , berfungsi dengan baik",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Barang sudah diterima dgn baik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Barang sudah diterima dan sesuai..thanks,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
sesuai.......................,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"Barang sudah sampai sesuai pesanan, terima kasih dan sukses selalu gan.",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"Mantabsssss
Terimakasih ya.","Baterai Original Axio Neon MNC,M740BAT,M66BAT,ZETTA TEC,TVW0162"
"Good...respon seller ok,thx gan
Sorry baru kasih ulasan",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
Makasih... sudah sampai dengan baik,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Mantaaaaaaaaaaaaaaaaaappppp,Keyboard ASUS X45 X45A X45U X45VD X45C
Barang sesuai gambar. Thanks bossque,Pasta Processor Deep Cool Z5
mantap... barang sesuai dan berfungsi dengan baik,KABEL LAN 3M CAT 5E / KABEL UTP 3 METER PABRIKAN
tidak salah pilih. meskipun sempat terkendala kesalahan dari jnt tetapi respon dan produk terbaik.,Baterai original SONY VAIO VGP-BPS21 VGP-BPS21A VGP-BPS21B VGP-BPS13
Good services and great product. Thanks.,Baterai Laptop SONY VAIO VGP-BPS35 VGP-BPS35A Original
"terima kasih paket sdh sampai,tinta yg saalah order apa boeh ditukar...",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
Barang sudah sampai gan sesuai pesanan dan sudah bisa dioperasikan. Terima kasih gan.,LOGITECH MOUSE KABEL USB B100 ORIGINAL 100%
mantap ............................,KABEL USB MALE FEMALE 10M / PERPANJANGAN USB / USB EXTENDER EXTENTION
Sesuai deskripsi mantap,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Sudah sampai gan...........,MOUSE GENIUS DX-110 / USB CABLE - Hitam
"Produknya baguuuss, sellernya kereen",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
terima kasih barang sudah sampai tujuan,Alfalink EI 212 - Kamus Elektronik
"murah, pengiriman cepat, packing rapih, recommended seller lah pokoknya",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
barang selamat sampai tujuan.,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"Bagus, barang cepat sampai",TP-Link TL-WA850RE Penguat Signal TPLINK 850RE Wifi Extender/ Repeater
Barang sesuai pesanan,KABEL LAN 15M CAT 5E / KABEL UTP 15 METER PABRIKAN
Barang sudah sampai sesuai info dan sempet ditest dulu,Gamepad Double Mtech/Joystick/Gamepad Double Hitam M-Tech/Pc Laptop
Trimssss......................,KABEL HDMI TO HDMI &#40;1.5M&#41;
barang sesuai spek thank you,Deep Cool N17 Laptop Cooling Pad Fan Coolingpad Notebook Deepcool
Sesuai dengan pesanan,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Terima kasih barangnya sudah sampai,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
"Terima kasih, barang sudah saya terima dipasang dengan baik dan sudah dipasang.",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"Warna sesuai pesanan , response cepat , sampai juga cepat , recommend lah",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"barang sdh sampai, kualitas ok, tks",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
"Produk sudah digunakan 2 hari, dan sejauh ini baik baik saja. Seller pun merespon dengan baik pertanyaan dan permintaan saya sebagai konsumennya.","Charger Adaptor Laptop Lenovo Ideapad 100-14, 100-14IBY, 100-14IBY 80M"
"Brg sdh diterima dgn baik,tq",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Mantap...............,Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
Tetap ok👍👍👍👍👍,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
"Penjual fast respon dan barang berfungsi dg baik,, tks",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Penjual super. Laris terusss gan....,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
"Produk telah dterima, warna sesuai pesanan. seller memproses order masuk dng cepat ke pihak ekspedisi. harga brg termasuk paling murah utk tipe ini. thanx",Alfalink EI 215 - Kamus Elektronik Alfalink EI-215
Bagus banget kok. Makasih loh.,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Bagus, pelayanan sangat cepat dan akurat. Tq",LED LCD Laptop 13.3 slim Kuping kanan Kiri 40 pin
bagus dan produk mantapppppp,NYK Kabel LAN 10m Cat6 UTP 10 m Cable 10 meter
"Barangnya datang dengan baik dan aman dan kondisinya masih baru dan tidak ada goresan (walaupun ga dikasih bubble wrap)
Bendanya berfungsi dengan baik

Terima kasih gan",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"Barang berfungsi dengan semestinya
Pengiriman super cepat
Respon chat cepat
Terimakasih sukses trus yaw....
Mantulll.. &#34;",Gamepad Double Mtech/Joystick/Gamepad Double Hitam M-Tech/Pc Laptop
biarkan bintang bicara...,Tenda S105 Switch Hub 5 Port Ethernet Switch - White
"respon cepat, thnks gan",TINTA CANON GI - 790 BLACK / CYAN / MAGENTA / YELLOW ORIGINAL 100% - Kuning
produk sesuai deksripsi.. trims bos..,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Goooddddddddddddddddddddddd,LOGITECH MOUSE KABEL USB B100 ORIGINAL 100%
"paket mendarat dgn aman..
thanks gan.. langsung coba Joss.. biarkan bintang yg berbicara.. thanks.. sukses slalu gan..",Speaker SonicGear Quatro 2
"Delivery on time, dan yg lebih penting adalah barangnya ori.  thanks.",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Okeee..... Sejauh ini bagus...,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
terima kasih barang berfungsi dengan baik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Barangnya sudah sampai gan,cuma belum di testing semoga ok aja , terima kasih",LCD LED 10.1&#34; Slim Acer Aspire One Happy Happy2 D255 D257 D260 D270
Barang sudah sampai dan berfungsi dg baik,Logitech Wireless Combo MK220 &#40;Mouse + Keyboard&#41;
"Respon chat cepat. Express, komunikatif, barang bagus.. Sesuai diskripsi.. Recommend seller",TP-LINK TL-WR 840N 300MBps Wireless Router
"Barang tepat waktu, bagus juga barangnya gk ada yang mendem",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"barang sudah diterima dan sdh di coba,speakernya kecil tp suaranya kluar cukup keras,terima kasih",Speaker komputer/speaker laptop/speaker aktif/Speaker pc/speaker murah
Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz Joz,Alfalink EI 312 - Kamus Elektronik Electronic Dictionary ei-312
"barang sangat bagus ( berfungsi dengan baik ) ,pengiriman juga sangat cepet ,barang sampai dengan aman ,semoga awet",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
Sesuai pesanan dan gambar. Recommended.,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
sip gan..barang terkirim dg aman...,Baterai Original DELL Inspiron 13Z 14Z N311Z N411Z Latitude 3330
thanks.........................,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 80MBPS CLASS 10 UHS-1
terima kasih bos ku........,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
"Sesuai pesanan dan barang diterima tepat waktu. 
Good job",Range Extender/ Repeater TENDA A9 A301 Penguat Signal Wifi OEM TPLINK
Sesuai diskripsi.... Terima kasih...,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
semoga awet...............,Keyboard DELL Inspiron 14R N4050 N4040 N4110 M4040 M4110
"Rekomendasi produk.
Saya senang produknya akurat,berfungsi dg baik dan dipaketkan dg sangat rapi.
Recommended !",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Berfungsi dengan baik dan sesuai gambar,Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
"Pesanan sesuai dan diterima dengan rapi, blm dicoba semoga awet.thanks gan",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Mantaaaaaaaaaaaapppppp,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"Pengiriman cepat , barang bagus sesuai pesanan",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
bagus dan cepat walaupun barang belum dicoba,LG DVDRW External Laptop Portable dvdr dvd rw eksternal - LGS-GP65NB60
"Produk bagus, asli dan baru sudah di coba dan hasilnya memuaskan",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"Mantap, sesuai pesanan, makasih",Kabel VGA 15 Meter / Kabel VGA 15M / VGA 15M
"Sudah dites bekerja dengan baik, kualitas plastik bagus dan finishing rapih.",Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Barang bagus sesuai dengan gambar,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
thanks gan mantep dah pokoknya,TP-LINK TL-WR 840N 300MBps Wireless Router
"Ramah dan cpt bgt bales chat dll, barang sampai dgn selamt tp sayang gan mereknya gk sesuai dikasinya nisuta yg di cantumkan m-tech td di coba lancar aja sih semoga kedepannya di beritahukan dlu gan / cantumkan di deskripsi.",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Barang sudah di terima semua. terima kasih.,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Produk bisa digunakan dengan baik. Pengirimannya juga cepat. Recommended,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
ya goodya goodya goodya good,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Pengiriman cepat. Thanks,"Baterai Original Axio Neon MNC,M740BAT,M66BAT,ZETTA TEC,TVW0162"
Pelayanan baik produk bagus sesuai yang di harapkan,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
"sesuai, fast respon and shipping",Stabilizer Matsunaga 1000watt 1000 Watt 1000w Stavol Svc 1000
